Paths,Labels
Dataset\fine\013037.jpg,fine
Dataset\fine\012916.jpg,fine
Dataset\help\014453.jpg,help
Dataset\chair\006017.jpg,chair
Dataset\clothes\006907.jpg,clothes
Dataset\drink\011473.jpg,drink
Dataset\drink\012225.jpg,drink
Dataset\clothes\006721.jpg,clothes
Dataset\before\001236.jpg,before
Dataset\who\018583.jpg,who
Dataset\thin\016533.jpg,thin
Dataset\drink\010644.jpg,drink
Dataset\year\020900.jpg,year
Dataset\fine\012950.jpg,fine
Dataset\black\002252.jpg,black
Dataset\cousin\009218.jpg,cousin
Dataset\book\003671.jpg,book
Dataset\no\015470.jpg,no
Dataset\no\014842.jpg,no
Dataset\walk\016998.jpg,walk
Dataset\deaf\009794.jpg,deaf
Dataset\no\015168.jpg,no
Dataset\yes\021895.jpg,yes
Dataset\cousin\008506.jpg,cousin
Dataset\cousin\008829.jpg,cousin
Dataset\help\014342.jpg,help
Dataset\thin\016763.jpg,thin
Dataset\go\013437.jpg,go
Dataset\deaf\009910.jpg,deaf
Dataset\year\020169.jpg,year
Dataset\before\000948.jpg,before
Dataset\drink\011690.jpg,drink
Dataset\clothes\006986.jpg,clothes
Dataset\thin\016328.jpg,thin
Dataset\book\002971.jpg,book
Dataset\help\014197.jpg,help
Dataset\walk\017974.jpg,walk
Dataset\thin\016820.jpg,thin
Dataset\book\003886.jpg,book
Dataset\yes\021683.jpg,yes
Dataset\who\019469.jpg,who
Dataset\fine\012964.jpg,fine
Dataset\thin\015857.jpg,thin
Dataset\drink\011911.jpg,drink
Dataset\clothes\006698.jpg,clothes
Dataset\yes\021300.jpg,yes
Dataset\thin\015909.jpg,thin
Dataset\who\019204.jpg,who
Dataset\drink\011080.jpg,drink
Dataset\year\019820.jpg,year
Dataset\clothes\007132.jpg,clothes
Dataset\chair\006059.jpg,chair
Dataset\before\001841.jpg,before
Dataset\drink\012211.jpg,drink
Dataset\before\001565.jpg,before
Dataset\book\003674.jpg,book
Dataset\yes\021499.jpg,yes
Dataset\book\004312.jpg,book
Dataset\candy\004699.jpg,candy
Dataset\drink\010751.jpg,drink
Dataset\book\003321.jpg,book
Dataset\candy\005193.jpg,candy
Dataset\drink\010465.jpg,drink
Dataset\candy\004469.jpg,candy
Dataset\help\014350.jpg,help
Dataset\fine\012447.jpg,fine
Dataset\candy\004774.jpg,candy
Dataset\clothes\006576.jpg,clothes
Dataset\walk\018196.jpg,walk
Dataset\candy\004710.jpg,candy
Dataset\all\000848.jpg,all
Dataset\thin\015765.jpg,thin
Dataset\go\013737.jpg,go
Dataset\year\019763.jpg,year
Dataset\all\000839.jpg,all
Dataset\go\013654.jpg,go
Dataset\cousin\008741.jpg,cousin
Dataset\drink\011126.jpg,drink
Dataset\computer\007533.jpg,computer
Dataset\year\019646.jpg,year
Dataset\computer\007760.jpg,computer
Dataset\candy\004598.jpg,candy
Dataset\help\014109.jpg,help
Dataset\deaf\009610.jpg,deaf
Dataset\chair\005786.jpg,chair
Dataset\yes\022034.jpg,yes
Dataset\year\020175.jpg,year
Dataset\yes\021414.jpg,yes
Dataset\all\000605.jpg,all
Dataset\go\013561.jpg,go
Dataset\thin\016827.jpg,thin
Dataset\deaf\010271.jpg,deaf
Dataset\who\019382.jpg,who
Dataset\clothes\007226.jpg,clothes
Dataset\black\002312.jpg,black
Dataset\fine\013076.jpg,fine
Dataset\fine\012536.jpg,fine
Dataset\walk\017129.jpg,walk
Dataset\yes\021371.jpg,yes
Dataset\before\001983.jpg,before
Dataset\go\013302.jpg,go
Dataset\fine\012659.jpg,fine
Dataset\computer\008392.jpg,computer
Dataset\who\019284.jpg,who
Dataset\cousin\008678.jpg,cousin
Dataset\drink\011463.jpg,drink
Dataset\fine\012917.jpg,fine
Dataset\chair\005729.jpg,chair
Dataset\black\002824.jpg,black
Dataset\candy\004552.jpg,candy
Dataset\help\014219.jpg,help
Dataset\candy\005337.jpg,candy
Dataset\drink\011438.jpg,drink
Dataset\candy\004454.jpg,candy
Dataset\computer\008187.jpg,computer
Dataset\drink\012094.jpg,drink
Dataset\help\014010.jpg,help
Dataset\drink\011354.jpg,drink
Dataset\book\003750.jpg,book
Dataset\deaf\010395.jpg,deaf
Dataset\all\000438.jpg,all
Dataset\computer\008002.jpg,computer
Dataset\year\020007.jpg,year
Dataset\drink\010987.jpg,drink
Dataset\drink\011575.jpg,drink
Dataset\who\018400.jpg,who
Dataset\cousin\009080.jpg,cousin
Dataset\all\000525.jpg,all
Dataset\who\018559.jpg,who
Dataset\yes\021085.jpg,yes
Dataset\cousin\009140.jpg,cousin
Dataset\cousin\008451.jpg,cousin
Dataset\go\013733.jpg,go
Dataset\year\019747.jpg,year
Dataset\year\020308.jpg,year
Dataset\walk\017396.jpg,walk
Dataset\all\000123.jpg,all
Dataset\book\004367.jpg,book
Dataset\help\014078.jpg,help
Dataset\year\020113.jpg,year
Dataset\thin\016112.jpg,thin
Dataset\black\002303.jpg,black
Dataset\computer\007398.jpg,computer
Dataset\drink\011610.jpg,drink
Dataset\who\019205.jpg,who
Dataset\help\014293.jpg,help
Dataset\chair\005821.jpg,chair
Dataset\help\014554.jpg,help
Dataset\cousin\009198.jpg,cousin
Dataset\drink\011653.jpg,drink
Dataset\no\015103.jpg,no
Dataset\who\019169.jpg,who
Dataset\cousin\008881.jpg,cousin
Dataset\book\003056.jpg,book
Dataset\book\003567.jpg,book
Dataset\all\000049.jpg,all
Dataset\deaf\010325.jpg,deaf
Dataset\all\000502.jpg,all
Dataset\no\015012.jpg,no
Dataset\book\003186.jpg,book
Dataset\help\014346.jpg,help
Dataset\thin\016564.jpg,thin
Dataset\all\000230.jpg,all
Dataset\walk\017066.jpg,walk
Dataset\drink\012194.jpg,drink
Dataset\no\014594.jpg,no
Dataset\black\002825.jpg,black
Dataset\cousin\008773.jpg,cousin
Dataset\before\000970.jpg,before
Dataset\book\003008.jpg,book
Dataset\who\018351.jpg,who
Dataset\fine\012780.jpg,fine
Dataset\who\018968.jpg,who
Dataset\book\004306.jpg,book
Dataset\yes\021616.jpg,yes
Dataset\before\001075.jpg,before
Dataset\drink\010943.jpg,drink
Dataset\walk\017171.jpg,walk
Dataset\year\019683.jpg,year
Dataset\computer\007654.jpg,computer
Dataset\clothes\007211.jpg,clothes
Dataset\fine\012569.jpg,fine
Dataset\book\002945.jpg,book
Dataset\thin\015864.jpg,thin
Dataset\no\015440.jpg,no
Dataset\drink\010911.jpg,drink
Dataset\drink\011555.jpg,drink
Dataset\who\019146.jpg,who
Dataset\cousin\008639.jpg,cousin
Dataset\help\014017.jpg,help
Dataset\deaf\010363.jpg,deaf
Dataset\candy\004434.jpg,candy
Dataset\who\018518.jpg,who
Dataset\year\020510.jpg,year
Dataset\no\014939.jpg,no
Dataset\book\004162.jpg,book
Dataset\book\003118.jpg,book
Dataset\who\019448.jpg,who
Dataset\clothes\006879.jpg,clothes
Dataset\who\019174.jpg,who
Dataset\deaf\010261.jpg,deaf
Dataset\drink\011233.jpg,drink
Dataset\candy\005323.jpg,candy
Dataset\go\013754.jpg,go
Dataset\walk\017114.jpg,walk
Dataset\thin\016589.jpg,thin
Dataset\black\002420.jpg,black
Dataset\year\020728.jpg,year
Dataset\who\019024.jpg,who
Dataset\go\013304.jpg,go
Dataset\clothes\007171.jpg,clothes
Dataset\fine\013060.jpg,fine
Dataset\who\019582.jpg,who
Dataset\black\002227.jpg,black
Dataset\before\001018.jpg,before
Dataset\thin\016144.jpg,thin
Dataset\fine\012470.jpg,fine
Dataset\cousin\008541.jpg,cousin
Dataset\computer\007744.jpg,computer
Dataset\before\001929.jpg,before
Dataset\year\020618.jpg,year
Dataset\all\000351.jpg,all
Dataset\no\014896.jpg,no
Dataset\yes\021565.jpg,yes
Dataset\all\000224.jpg,all
Dataset\chair\006031.jpg,chair
Dataset\yes\021406.jpg,yes
Dataset\yes\021555.jpg,yes
Dataset\cousin\009180.jpg,cousin
Dataset\year\020905.jpg,year
Dataset\black\002501.jpg,black
Dataset\yes\021069.jpg,yes
Dataset\book\003259.jpg,book
Dataset\all\000565.jpg,all
Dataset\deaf\009775.jpg,deaf
Dataset\year\020743.jpg,year
Dataset\deaf\010368.jpg,deaf
Dataset\computer\008090.jpg,computer
Dataset\walk\018039.jpg,walk
Dataset\walk\017292.jpg,walk
Dataset\book\003386.jpg,book
Dataset\book\003934.jpg,book
Dataset\help\014171.jpg,help
Dataset\computer\007960.jpg,computer
Dataset\black\002708.jpg,black
Dataset\black\002791.jpg,black
Dataset\help\014517.jpg,help
Dataset\yes\021729.jpg,yes
Dataset\book\003447.jpg,book
Dataset\walk\017980.jpg,walk
Dataset\who\019080.jpg,who
Dataset\book\003536.jpg,book
Dataset\drink\010921.jpg,drink
Dataset\walk\017804.jpg,walk
Dataset\walk\017468.jpg,walk
Dataset\who\019319.jpg,who
Dataset\drink\011932.jpg,drink
Dataset\yes\021902.jpg,yes
Dataset\who\019597.jpg,who
Dataset\computer\007526.jpg,computer
Dataset\all\000822.jpg,all
Dataset\deaf\010256.jpg,deaf
Dataset\year\020447.jpg,year
Dataset\computer\008279.jpg,computer
Dataset\computer\008274.jpg,computer
Dataset\go\013612.jpg,go
Dataset\walk\018005.jpg,walk
Dataset\yes\021317.jpg,yes
Dataset\help\013903.jpg,help
Dataset\drink\010890.jpg,drink
Dataset\cousin\009024.jpg,cousin
Dataset\fine\012767.jpg,fine
Dataset\drink\012019.jpg,drink
Dataset\computer\007646.jpg,computer
Dataset\help\014117.jpg,help
Dataset\no\014709.jpg,no
Dataset\deaf\009590.jpg,deaf
Dataset\who\018354.jpg,who
Dataset\book\002834.jpg,book
Dataset\drink\011239.jpg,drink
Dataset\deaf\010373.jpg,deaf
Dataset\computer\007407.jpg,computer
Dataset\who\019468.jpg,who
Dataset\book\003862.jpg,book
Dataset\yes\021108.jpg,yes
Dataset\go\013364.jpg,go
Dataset\computer\008241.jpg,computer
Dataset\drink\011941.jpg,drink
Dataset\no\015468.jpg,no
Dataset\book\003933.jpg,book
Dataset\no\014705.jpg,no
Dataset\deaf\009980.jpg,deaf
Dataset\no\015507.jpg,no
Dataset\computer\007769.jpg,computer
Dataset\year\020035.jpg,year
Dataset\help\014550.jpg,help
Dataset\book\004096.jpg,book
Dataset\black\002690.jpg,black
Dataset\before\001190.jpg,before
Dataset\cousin\009286.jpg,cousin
Dataset\candy\004846.jpg,candy
Dataset\candy\005211.jpg,candy
Dataset\book\003991.jpg,book
Dataset\computer\008061.jpg,computer
Dataset\drink\010566.jpg,drink
Dataset\who\019106.jpg,who
Dataset\chair\005677.jpg,chair
Dataset\before\001575.jpg,before
Dataset\drink\010951.jpg,drink
Dataset\walk\018056.jpg,walk
Dataset\no\014800.jpg,no
Dataset\chair\006066.jpg,chair
Dataset\black\002786.jpg,black
Dataset\walk\017323.jpg,walk
Dataset\drink\010772.jpg,drink
Dataset\walk\016975.jpg,walk
Dataset\drink\010687.jpg,drink
Dataset\book\003881.jpg,book
Dataset\yes\021509.jpg,yes
Dataset\yes\021570.jpg,yes
Dataset\year\019834.jpg,year
Dataset\candy\004935.jpg,candy
Dataset\walk\017180.jpg,walk
Dataset\yes\021218.jpg,yes
Dataset\drink\011976.jpg,drink
Dataset\computer\007747.jpg,computer
Dataset\walk\017268.jpg,walk
Dataset\candy\005236.jpg,candy
Dataset\book\003946.jpg,book
Dataset\deaf\010122.jpg,deaf
Dataset\walk\017683.jpg,walk
Dataset\black\002165.jpg,black
Dataset\book\002887.jpg,book
Dataset\deaf\010110.jpg,deaf
Dataset\cousin\008715.jpg,cousin
Dataset\no\015066.jpg,no
Dataset\cousin\008709.jpg,cousin
Dataset\who\019565.jpg,who
Dataset\yes\021718.jpg,yes
Dataset\chair\005667.jpg,chair
Dataset\all\000173.jpg,all
Dataset\all\000640.jpg,all
Dataset\thin\015798.jpg,thin
Dataset\book\003958.jpg,book
Dataset\year\020621.jpg,year
Dataset\thin\015880.jpg,thin
Dataset\candy\005066.jpg,candy
Dataset\cousin\009336.jpg,cousin
Dataset\before\001549.jpg,before
Dataset\computer\007436.jpg,computer
Dataset\cousin\008685.jpg,cousin
Dataset\drink\010933.jpg,drink
Dataset\help\014137.jpg,help
Dataset\deaf\010025.jpg,deaf
Dataset\before\001037.jpg,before
Dataset\who\018536.jpg,who
Dataset\drink\011879.jpg,drink
Dataset\help\014420.jpg,help
Dataset\help\013893.jpg,help
Dataset\cousin\008920.jpg,cousin
Dataset\yes\021063.jpg,yes
Dataset\fine\012730.jpg,fine
Dataset\walk\018255.jpg,walk
Dataset\cousin\008419.jpg,cousin
Dataset\cousin\009027.jpg,cousin
Dataset\black\002487.jpg,black
Dataset\cousin\009323.jpg,cousin
Dataset\deaf\009583.jpg,deaf
Dataset\walk\017648.jpg,walk
Dataset\drink\010714.jpg,drink
Dataset\drink\012283.jpg,drink
Dataset\year\020077.jpg,year
Dataset\yes\021458.jpg,yes
Dataset\who\019613.jpg,who
Dataset\computer\008258.jpg,computer
Dataset\fine\012468.jpg,fine
Dataset\who\018555.jpg,who
Dataset\walk\018295.jpg,walk
Dataset\before\002025.jpg,before
Dataset\before\001873.jpg,before
Dataset\all\000355.jpg,all
Dataset\candy\005361.jpg,candy
Dataset\who\018950.jpg,who
Dataset\walk\017239.jpg,walk
Dataset\chair\005905.jpg,chair
Dataset\walk\017395.jpg,walk
Dataset\fine\012955.jpg,fine
Dataset\before\001165.jpg,before
Dataset\year\019938.jpg,year
Dataset\year\020730.jpg,year
Dataset\book\003396.jpg,book
Dataset\no\014797.jpg,no
Dataset\walk\017296.jpg,walk
Dataset\fine\012761.jpg,fine
Dataset\walk\017466.jpg,walk
Dataset\book\003128.jpg,book
Dataset\deaf\009695.jpg,deaf
Dataset\no\015139.jpg,no
Dataset\cousin\008502.jpg,cousin
Dataset\walk\017832.jpg,walk
Dataset\cousin\009384.jpg,cousin
Dataset\who\018540.jpg,who
Dataset\clothes\007161.jpg,clothes
Dataset\drink\010564.jpg,drink
Dataset\book\004355.jpg,book
Dataset\who\018453.jpg,who
Dataset\walk\018065.jpg,walk
Dataset\thin\016398.jpg,thin
Dataset\book\003588.jpg,book
Dataset\no\015389.jpg,no
Dataset\who\018568.jpg,who
Dataset\fine\012565.jpg,fine
Dataset\drink\010963.jpg,drink
Dataset\fine\013005.jpg,fine
Dataset\year\019920.jpg,year
Dataset\deaf\010186.jpg,deaf
Dataset\year\019822.jpg,year
Dataset\all\000325.jpg,all
Dataset\computer\007891.jpg,computer
Dataset\candy\005172.jpg,candy
Dataset\chair\005649.jpg,chair
Dataset\clothes\006744.jpg,clothes
Dataset\computer\007399.jpg,computer
Dataset\book\003210.jpg,book
Dataset\drink\011268.jpg,drink
Dataset\drink\012098.jpg,drink
Dataset\year\020117.jpg,year
Dataset\deaf\009485.jpg,deaf
Dataset\help\013831.jpg,help
Dataset\candy\004753.jpg,candy
Dataset\cousin\008880.jpg,cousin
Dataset\drink\011357.jpg,drink
Dataset\black\002380.jpg,black
Dataset\who\018502.jpg,who
Dataset\help\013891.jpg,help
Dataset\who\019297.jpg,who
Dataset\fine\012362.jpg,fine
Dataset\computer\008022.jpg,computer
Dataset\who\019265.jpg,who
Dataset\clothes\006659.jpg,clothes
Dataset\year\020429.jpg,year
Dataset\go\013728.jpg,go
Dataset\computer\008178.jpg,computer
Dataset\drink\011621.jpg,drink
Dataset\computer\007858.jpg,computer
Dataset\candy\004422.jpg,candy
Dataset\before\001102.jpg,before
Dataset\who\018483.jpg,who
Dataset\thin\016095.jpg,thin
Dataset\cousin\008610.jpg,cousin
Dataset\computer\008062.jpg,computer
Dataset\book\003251.jpg,book
Dataset\fine\012602.jpg,fine
Dataset\drink\012333.jpg,drink
Dataset\book\003558.jpg,book
Dataset\all\000710.jpg,all
Dataset\all\000119.jpg,all
Dataset\deaf\010215.jpg,deaf
Dataset\candy\004599.jpg,candy
Dataset\before\002043.jpg,before
Dataset\computer\007420.jpg,computer
Dataset\chair\006131.jpg,chair
Dataset\no\015466.jpg,no
Dataset\no\015145.jpg,no
Dataset\all\000318.jpg,all
Dataset\drink\010567.jpg,drink
Dataset\candy\005316.jpg,candy
Dataset\yes\021311.jpg,yes
Dataset\help\014458.jpg,help
Dataset\go\013420.jpg,go
Dataset\thin\016757.jpg,thin
Dataset\clothes\006607.jpg,clothes
Dataset\fine\012874.jpg,fine
Dataset\thin\016359.jpg,thin
Dataset\no\014994.jpg,no
Dataset\year\020960.jpg,year
Dataset\candy\005004.jpg,candy
Dataset\clothes\006524.jpg,clothes
Dataset\deaf\009574.jpg,deaf
Dataset\thin\016357.jpg,thin
Dataset\book\004274.jpg,book
Dataset\chair\005740.jpg,chair
Dataset\year\020307.jpg,year
Dataset\no\014954.jpg,no
Dataset\help\014476.jpg,help
Dataset\candy\005471.jpg,candy
Dataset\chair\005817.jpg,chair
Dataset\cousin\009351.jpg,cousin
Dataset\help\014337.jpg,help
Dataset\yes\021580.jpg,yes
Dataset\all\000088.jpg,all
Dataset\computer\007631.jpg,computer
Dataset\book\004164.jpg,book
Dataset\book\003383.jpg,book
Dataset\drink\010918.jpg,drink
Dataset\go\013181.jpg,go
Dataset\all\000404.jpg,all
Dataset\candy\004912.jpg,candy
Dataset\drink\011543.jpg,drink
Dataset\drink\011423.jpg,drink
Dataset\cousin\009366.jpg,cousin
Dataset\black\002766.jpg,black
Dataset\chair\006379.jpg,chair
Dataset\black\002242.jpg,black
Dataset\walk\017159.jpg,walk
Dataset\book\003484.jpg,book
Dataset\no\014745.jpg,no
Dataset\no\015742.jpg,no
Dataset\book\003540.jpg,book
Dataset\chair\006311.jpg,chair
Dataset\cousin\009220.jpg,cousin
Dataset\deaf\010398.jpg,deaf
Dataset\drink\011996.jpg,drink
Dataset\chair\005518.jpg,chair
Dataset\black\002437.jpg,black
Dataset\candy\004690.jpg,candy
Dataset\black\002595.jpg,black
Dataset\year\021004.jpg,year
Dataset\deaf\009471.jpg,deaf
Dataset\thin\016320.jpg,thin
Dataset\no\014830.jpg,no
Dataset\clothes\006857.jpg,clothes
Dataset\yes\021826.jpg,yes
Dataset\walk\017823.jpg,walk
Dataset\clothes\006655.jpg,clothes
Dataset\help\014267.jpg,help
Dataset\go\013350.jpg,go
Dataset\before\001426.jpg,before
Dataset\candy\005028.jpg,candy
Dataset\candy\005282.jpg,candy
Dataset\before\001790.jpg,before
Dataset\before\001503.jpg,before
Dataset\drink\011062.jpg,drink
Dataset\deaf\009800.jpg,deaf
Dataset\drink\010668.jpg,drink
Dataset\who\019120.jpg,who
Dataset\year\020527.jpg,year
Dataset\who\018404.jpg,who
Dataset\all\000679.jpg,all
Dataset\clothes\006674.jpg,clothes
Dataset\chair\005852.jpg,chair
Dataset\clothes\007195.jpg,clothes
Dataset\deaf\010096.jpg,deaf
Dataset\go\013458.jpg,go
Dataset\no\015190.jpg,no
Dataset\book\002940.jpg,book
Dataset\fine\012391.jpg,fine
Dataset\candy\005054.jpg,candy
Dataset\yes\021681.jpg,yes
Dataset\before\001851.jpg,before
Dataset\clothes\006523.jpg,clothes
Dataset\before\001071.jpg,before
Dataset\thin\016129.jpg,thin
Dataset\clothes\006785.jpg,clothes
Dataset\no\015583.jpg,no
Dataset\drink\010673.jpg,drink
Dataset\black\002773.jpg,black
Dataset\book\003393.jpg,book
Dataset\before\001100.jpg,before
Dataset\go\013677.jpg,go
Dataset\computer\007379.jpg,computer
Dataset\drink\011035.jpg,drink
Dataset\before\001750.jpg,before
Dataset\all\000419.jpg,all
Dataset\walk\017617.jpg,walk
Dataset\chair\005820.jpg,chair
Dataset\walk\017982.jpg,walk
Dataset\deaf\010140.jpg,deaf
Dataset\no\014607.jpg,no
Dataset\who\019487.jpg,who
Dataset\drink\010492.jpg,drink
Dataset\year\019801.jpg,year
Dataset\yes\021833.jpg,yes
Dataset\yes\021876.jpg,yes
Dataset\cousin\008401.jpg,cousin
Dataset\thin\016472.jpg,thin
Dataset\year\020353.jpg,year
Dataset\drink\011979.jpg,drink
Dataset\all\000344.jpg,all
Dataset\candy\004894.jpg,candy
Dataset\cousin\008721.jpg,cousin
Dataset\who\018440.jpg,who
Dataset\cousin\008972.jpg,cousin
Dataset\all\000723.jpg,all
Dataset\candy\005177.jpg,candy
Dataset\deaf\010154.jpg,deaf
Dataset\no\015506.jpg,no
Dataset\before\001861.jpg,before
Dataset\year\020409.jpg,year
Dataset\before\001688.jpg,before
Dataset\cousin\008499.jpg,cousin
Dataset\yes\021097.jpg,yes
Dataset\before\001993.jpg,before
Dataset\drink\010525.jpg,drink
Dataset\walk\017881.jpg,walk
Dataset\who\019579.jpg,who
Dataset\walk\018030.jpg,walk
Dataset\walk\017037.jpg,walk
Dataset\book\003993.jpg,book
Dataset\chair\006118.jpg,chair
Dataset\book\003460.jpg,book
Dataset\fine\012717.jpg,fine
Dataset\clothes\006568.jpg,clothes
Dataset\year\020836.jpg,year
Dataset\chair\005671.jpg,chair
Dataset\cousin\009297.jpg,cousin
Dataset\walk\017585.jpg,walk
Dataset\black\002811.jpg,black
Dataset\cousin\008950.jpg,cousin
Dataset\candy\005493.jpg,candy
Dataset\yes\022099.jpg,yes
Dataset\fine\012711.jpg,fine
Dataset\no\015173.jpg,no
Dataset\who\018728.jpg,who
Dataset\go\013331.jpg,go
Dataset\no\014948.jpg,no
Dataset\thin\016426.jpg,thin
Dataset\all\000575.jpg,all
Dataset\cousin\008450.jpg,cousin
Dataset\yes\021768.jpg,yes
Dataset\who\019262.jpg,who
Dataset\cousin\009233.jpg,cousin
Dataset\year\019818.jpg,year
Dataset\no\015124.jpg,no
Dataset\walk\017748.jpg,walk
Dataset\help\014378.jpg,help
Dataset\book\003626.jpg,book
Dataset\year\019757.jpg,year
Dataset\who\019176.jpg,who
Dataset\year\021011.jpg,year
Dataset\cousin\008696.jpg,cousin
Dataset\chair\006355.jpg,chair
Dataset\drink\010515.jpg,drink
Dataset\go\013634.jpg,go
Dataset\walk\018302.jpg,walk
Dataset\all\000849.jpg,all
Dataset\black\002249.jpg,black
Dataset\chair\005617.jpg,chair
Dataset\no\015309.jpg,no
Dataset\cousin\008565.jpg,cousin
Dataset\year\020968.jpg,year
Dataset\go\013510.jpg,go
Dataset\who\018667.jpg,who
Dataset\go\013680.jpg,go
Dataset\computer\008119.jpg,computer
Dataset\candy\005304.jpg,candy
Dataset\book\004053.jpg,book
Dataset\drink\012130.jpg,drink
Dataset\help\014445.jpg,help
Dataset\drink\010924.jpg,drink
Dataset\thin\016297.jpg,thin
Dataset\year\020301.jpg,year
Dataset\help\014391.jpg,help
Dataset\book\004077.jpg,book
Dataset\before\000998.jpg,before
Dataset\book\004333.jpg,book
Dataset\fine\012927.jpg,fine
Dataset\cousin\009369.jpg,cousin
Dataset\drink\011587.jpg,drink
